filter,id,slug,title,href,Name,Appearances,Affiliations,Locations,Gender,Dimensions,species,Vehicles,Weapons,Terrain,Climate,Creature,droid
Characters,616b298946f64492a01ad05b,rx-24-pilot-droid,RX-24 Pilot Droid,https://www.starwars.com/databank/rx-24-pilot-droid,RX-24 Pilot Droid,"(('series', 'star-wars-rebels', 'Star Wars Rebels'),)",(),"(('databank', 'lothal', 'Lothal'), ('databank', 'garel', 'Garel'))",(),(),(),"(('databank', 'star-commuter-shuttle', 'Star Commuter Shuttle'), ('databank', 'gx1-short-hauler', 'GX1 Short Hauler'))",(),(),(),(),()
Characters,616b2c8492bdc492a01ad05b,ryder-azadi,Ryder Azadi,https://www.starwars.com/databank/ryder-azadi,Ryder Azadi,"(('series', 'star-wars-rebels', 'Star Wars Rebels'), ('series', 'star-wars-ahsoka', 'Ahsoka'))","(('databank', 'rebel-alliance', 'Rebel Alliance'), ('databank', 'the-new-republic', 'The New Republic'))","(('databank', 'lothal', 'Lothal'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-91m', 'Height: 1.91m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b2af2c6469492a01ad05b,rystall-sant,Rystáll Sant,https://www.starwars.com/databank/rystall-sant,Rystáll Sant,"(('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'),)",(),"(('databank', 'jabba-the-hutts-palace', ""Jabba the Hutt's Palace""),)","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-7m', 'Height: 1.7m'),)","(('species', 'human', 'Human'), ('species', 'theelin', 'Theelin'))",(),(),(),(),(),()
Characters,616b28b04537a492a01ad05b,sabine-wren,Sabine Wren,https://www.starwars.com/databank/sabine-wren,Sabine Wren,"(('series', 'star-wars-rebels', 'Star Wars Rebels'), ('series', 'star-wars-ahsoka', 'Ahsoka'), ('games-apps', 'star-wars-rebels-rebel-strike', 'Star Wars Rebels - Rebel Strike'), ('games-apps', 'star-wars-rebels-special-ops', 'Star Wars Rebels: Special Ops'), ('games-apps', 'disney-infinity-3-0-character-quest', 'Disney Infinity 3.0 - Character Quest'), ('games-apps', 'star-wars-rebels-strike-missions', 'Star Wars Rebels - Strike Missions'), ('games-apps', 'star-wars-rebels-ghost-raid', 'Star Wars Rebels: Ghost Raid'), ('games-apps', 'team-tactics-star-wars-arcade', 'Team Tactics - Star Wars Arcade'))","(('databank', 'rebel-alliance', 'Rebel Alliance'), ('databank', 'clan-wren', 'Clan Wren'), ('Affiliations', 'mandalorians', 'Mandalorians'))","(('databank', 'mandalore', 'Mandalore'), ('databank', 'krownest', 'Krownest'), ('databank', 'wren-stronghold', 'Wren Stronghold'))","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-71m', 'Height: 1.71m'),)","(('species', 'human', 'Human'),)","(('databank', 'jumpspeeder', 'Jumpspeeder'),)","(('databank', 'blaster-pistol', 'Blaster Pistol'), ('databank', 'smoke-bomb', 'Smoke Bomb'), ('databank', 'mandalorian-vambraces', 'Mandalorian Vambraces'))",(),(),(),()
Characters,616b28ae799ae492a01ad05b,sabe,Sabé,https://www.starwars.com/databank/sabe,Sabé,"(('films', 'star-wars-episode-i-the-phantom-menace', 'Star Wars: The Phantom Menace (Episode I)'),)","(('databank', 'naboo-royal-handmaidens', 'Naboo Royal Handmaidens'),)","(('databank', 'naboo', 'Naboo'),)","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-65m', 'Height: 1.65m'),)",(),(),(),(),(),(),()
Characters,616b28b983131492a01ad05b,saesee-tiin,Saesee Tiin,https://www.starwars.com/databank/saesee-tiin,Saesee Tiin,"(('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'), ('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('films', 'star-wars-episode-i-the-phantom-menace', 'Star Wars: The Phantom Menace (Episode I)'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'))","(('databank', 'jedi-order', 'Jedi Order'),)",(),"(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-93m', 'Height: 1.93m'),)","(('species', 'iktotchi', 'Iktotchi'),)","(('Vehicles', 'jedi-starfighter', 'Jedi Starfighter'),)","(('databank', 'lightsaber', 'Lightsaber'),)",(),(),(),()
Characters,616b3082ed5e9492a01ad05b,sagwa,Sagwa,https://www.starwars.com/databank/sagwa,Sagwa,"(('films', 'solo', 'Solo: A Star Wars Story'),)",(),"(('databank', 'kessel', 'Kessel'),)",(),(),"(('databank', 'wookiee', 'Wookiee'),)",(),(),(),(),(),()
Characters,616b2a1bc3644492a01ad05b,salacious-b-crumb,Salacious B. Crumb,https://www.starwars.com/databank/salacious-crumb,Salacious B. Crumb,"(('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'),)",(),"(('databank', 'jabba-the-hutts-palace', ""Jabba the Hutt's Palace""),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-0-7m', 'Height: 0.7m'),)",(),(),(),(),(),"(('databank', 'kowakian-monkey-lizard', 'Kowakian Monkey-Lizard'),)",()
Characters,616b3434a0096492a01ad05b,salman-paak,Salman Paak,https://www.starwars.com/databank/salman-paak,Salman Paak,"(('series', 'andor', 'Andor'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b38756ad89492a01ad05b,sami,Sami,https://www.starwars.com/databank/sami,Sami,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),"(('Dimensions', 'height-1-08m', 'Height: 1.08m'),)","(('databank', 'pantoran', 'Pantoran'),)",(),(),(),(),(),()
Characters,616b2be6cdd3a492a01ad05b,san-hill,San Hill,https://www.starwars.com/databank/san-hill,San Hill,"(('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'))","(('databank', 'intergalactic-banking-clan', 'InterGalactic Banking Clan'), ('databank', 'confederacy-of-independent-systems', 'Confederacy of Independent Systems'))","(('databank', 'geonosis', 'Geonosis'), ('databank', 'mustafar', 'Mustafar'), ('databank', 'utapau', 'Utapau'), ('Locations', 'muunilinst', 'Muunilinst'))","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-91m', 'Height: 1.91m'),)","(('species', 'muun', 'Muun'),)",(),(),(),(),(),()
Characters,616b32fb18509492a01ad05b,sana-starros,Sana Starros,https://www.starwars.com/databank/sana-starros,Sana Starros,(),(),"(('Locations', 'nar-shaddaa', 'Nar Shaddaa'),)","(('Gender', 'female', 'Female'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b2bb1046d3492a01ad05b,saponza,Saponza,https://www.starwars.com/databank/saponza,Saponza,"(('games-apps', 'star-wars-commander', 'Star Wars: Commander'),)",(),"(('databank', 'tatooine', 'Tatooine'),)","(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)","(('Vehicles', 'the-strix', 'The Strix'),)",(),(),(),(),()
Characters,616b2b85b52af492a01ad05b,sarco-plank,Sarco Plank,https://www.starwars.com/databank/sarco-plank,Sarco Plank,"(('films', 'star-wars-episode-vii-the-force-awakens', 'Star Wars: The Force Awakens (Episode VII)'),)",(),"(('databank', 'jakku', 'Jakku'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-82m', 'Height: 1.82m'),)",(),(),(),(),(),(),()
Characters,616b28bb4a87b492a01ad05b,savage-opress,Savage Opress,https://www.starwars.com/databank/savage-opress,Savage Opress,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'nightbrothers', 'Nightbrothers'),)","(('databank', 'dathomir', 'Dathomir'), ('databank', 'devaron', 'Devaron'))","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-89m', 'Height: 1.89m'),)","(('databank', 'dathomirian', 'Dathomirian'),)",(),(),(),(),(),()
Characters,616b28c29d280492a01ad05b,saw-gerrera,Saw Gerrera,https://www.starwars.com/databank/saw-gerrera,Saw Gerrera,"(('films', 'rogue-one', 'Rogue One: A Star Wars Story'), ('series', 'andor', 'Andor'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'), ('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'), ('series', 'star-wars-rebels', 'Star Wars Rebels'))","(('databank', 'onderon-rebels', 'Onderon Rebels'), ('databank', 'rebel-alliance', 'Rebel Alliance'))","(('databank', 'onderon', 'Onderon'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-87m', 'Height: 1.87m'),)",(),(),"(('databank', 'blaster-rifle', 'Blaster Rifle'),)",(),(),(),()
Characters,616b313cf2594492a01ad05b,sc-x2,SC-X2,https://www.starwars.com/databank/sc-x2,SC-X2,"(('series', 'star-wars-resistance', 'Star Wars Resistance'),)",(),"(('databank', 'colossus', 'Colossus'),)",(),(),(),(),(),(),(),(),()
Characters,616b2ed36780a492a01ad05b,se-2-essie,SE-2 (Essie),https://www.starwars.com/databank/se-2-essie,SE-2 (Essie),"(('films', 'rogue-one', 'Rogue One: A Star Wars Story'),)",(),"(('databank', 'lah-mu', ""Lah'mu""),)",(),(),(),(),(),(),(),(),()
Characters,616b28c70c4e1492a01ad05b,sebulba,Sebulba,https://www.starwars.com/databank/sebulba,Sebulba,"(('films', 'star-wars-episode-i-the-phantom-menace', 'Star Wars: The Phantom Menace (Episode I)'),)","(('databank', 'boonta-eve-classic-podracer-pilots', 'Boonta Eve Classic Podracer Pilots'),)","(('databank', 'malastare', 'Malastare'), ('databank', 'tatooine', 'Tatooine'))","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-12m', 'Height: 1.12m'),)","(('databank', 'dug', 'Dug'),)","(('databank', 'sebulbas-podracer', ""Sebulba's Podracer""),)",(),(),(),(),()
Characters,616b31480d9e7492a01ad05b,second-sister,Second Sister,https://www.starwars.com/databank/second-sister,Second Sister,"(('games-apps', 'star-wars-jedi-fallen-order', 'Star Wars Jedi: Fallen Order'),)","(('databank', 'galactic-empire', 'Galactic Empire'),)",(),"(('Gender', 'female', 'Female'),)",(),(),(),(),(),(),(),()
Characters,616b2f2035c05492a01ad05b,seevor,Seevor,https://www.starwars.com/databank/seevor,Seevor,"(('series', 'star-wars-rebels', 'Star Wars Rebels'),)","(('databank', 'mining-guild', 'Mining Guild'),)",(),"(('Gender', 'male', 'Male'),)",(),(),"(('databank', 'ore-crawler', 'Ore Crawler'),)",(),(),(),(),()
Characters,616b34d9e61df492a01ad05b,seezelslak,Seezelslak,https://www.starwars.com/databank/seezelslak,Seezelslak,"(('games-apps', 'star-wars-tales-from-the-galaxy-s-edge', ""Star Wars: Tales from the Galaxy's Edge""),)",(),"(('databank', 'batuu', 'Batuu'), ('databank', 'black-spire-outpost', 'Black Spire Outpost'))",(),(),(),(),(),(),(),(),()
Characters,616b33523199b492a01ad05b,senator-avi-singh,Senator Avi Singh,https://www.starwars.com/databank/senator-avi-singh,Senator Avi Singh,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b34ca4f3f9492a01ad05b,senator-gani-riduli,Senator Gani Riduli,https://www.starwars.com/databank/senator-gani-riduli,Senator Gani Riduli,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,61c3262b2736ef7e7cd427e3,senator-isedwa-chuwant,Senator Isedwa Chuwant,https://www.starwars.com/databank/senator-isedwa-chuwant,Senator Isedwa Chuwant,"(('series', 'the-acolyte', 'The Acolyte'),)",(),(),(),"(('Dimensions', 'height-1-87m', 'Height: 1.87m'),)",(),(),(),(),(),(),()
Characters,616b2e94c62f8492a01ad05b,senator-nower-jebel,Senator Nower Jebel,https://www.starwars.com/databank/senator-nower-jebel,Senator Nower Jebel,"(('films', 'rogue-one', 'Rogue One: A Star Wars Story'),)","(('databank', 'galactic-senate', 'Galactic Senate'), ('databank', 'rebel-alliance', 'Rebel Alliance'))",(),"(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,61d4f4bd59a1537fa31dc7ab,senator-rayencourt,Senator Rayencourt,https://www.starwars.com/databank/senator-rayencourt,Senator Rayencourt,"(('series', 'the-acolyte', 'The Acolyte'),)",(),(),(),"(('Dimensions', 'height-1-78m', 'Height: 1.78m'),)",(),(),(),(),(),(),()
Characters,616b2e933ba1d492a01ad05b,senator-tynnra-pamlo,Senator Tynnra Pamlo,https://www.starwars.com/databank/senator-tynnra-pamlo,Senator Tynnra Pamlo,"(('films', 'rogue-one', 'Rogue One: A Star Wars Story'),)","(('databank', 'galactic-senate', 'Galactic Senate'), ('databank', 'rebel-alliance', 'Rebel Alliance'))",(),"(('Gender', 'female', 'Female'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b2e96626e2492a01ad05b,senator-vasp-vaspar,Senator Vasp Vaspar,https://www.starwars.com/databank/senator-vasp-vaspar,Senator Vasp Vaspar,"(('films', 'rogue-one', 'Rogue One: A Star Wars Story'),)","(('databank', 'galactic-senate', 'Galactic Senate'), ('databank', 'rebel-alliance', 'Rebel Alliance'))",(),"(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b337491945492a01ad05b,sentinel,Sentinel,https://www.starwars.com/databank/sentinel,Sentinel,"(('games-apps', 'star-wars-hunters', 'Star Wars: Hunters'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b30d868c61492a01ad05b,service-droid,Service Droid,https://www.starwars.com/databank/service-droid,Service Droid,"(('series', 'star-wars-resistance', 'Star Wars Resistance'),)",(),"(('databank', 'colossus', 'Colossus'), ('databank', 'doza-tower', 'Doza Tower'))",(),(),(),(),(),(),(),(),()
Characters,616b2c12f2424492a01ad05b,seventh-sister-inquisitor,Seventh Sister Inquisitor,https://www.starwars.com/databank/seventh-sister-inquisitor,Seventh Sister Inquisitor,"(('series', 'star-wars-rebels', 'Star Wars Rebels'),)",(),(),"(('Gender', 'female', 'Female'),)",(),"(('databank', 'mirialan', 'Mirialan'),)",(),"(('databank', 'lightsaber', 'Lightsaber'),)",(),(),(),"(('databank', 'id9-seeker-droid', 'ID9 Seeker Droid'),)"
Characters,616b28cd65088492a01ad05b,shaak-ti,Shaak Ti,https://www.starwars.com/databank/shaak-ti,Shaak Ti,"(('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'))","(('databank', 'jedi-order', 'Jedi Order'),)",(),"(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-87m', 'Height: 1.87m'),)","(('databank', 'togruta', 'Togruta'),)",(),"(('databank', 'lightsaber', 'Lightsaber'),)",(),(),(),()
Characters,616b33260afa1492a01ad05b,shaeeah-lawquane,Shaeeah Lawquane,https://www.starwars.com/databank/shaeeah-lawquane,Shaeeah Lawquane,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'))",(),"(('databank', 'saleucami', 'Saleucami'),)","(('Gender', 'female', 'Female'),)",(),"(('databank', 'twi-lek', ""Twi'lek""),)",(),(),(),(),(),()
Characters,616b2ae0d40d4492a01ad05b,shahan-alama,Shahan Alama,https://www.starwars.com/databank/shahan-alama,Shahan Alama,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'weequay-pirates', 'Weequay Pirates'),)",(),"(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-85m', 'Height: 1.85m'),)","(('databank', 'weequay', 'Weequay'),)",(),"(('databank', 'blaster-pistol', 'Blaster Pistol'), ('databank', 'blaster-rifle', 'Blaster Rifle'))",(),(),(),()
Characters,616b32aac2a46492a01ad05b,shen,Shen,https://www.starwars.com/databank/shen,Shen,"(('games-apps', 'star-wars-squadrons', 'Star Wars: Squadrons'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b34f8f4b13492a01ad05b,shep-hazard,Shep Hazard,https://www.starwars.com/databank/shep-hazard,Shep Hazard,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b3522d6eab492a01ad05b,shin-hati,Shin Hati,https://www.starwars.com/databank/shin-hati,Shin Hati,"(('series', 'star-wars-ahsoka', 'Ahsoka'),)",(),(),(),(),(),"(('databank', 'shin-hati-s-fiend-fighter', ""Shin Hati's Fiend fighter""),)",(),(),(),(),()
Characters,616b28d31e8c5492a01ad05b,shmi-skywalker-lars,Shmi Skywalker Lars,https://www.starwars.com/databank/shmi-skywalker-lars,Shmi Skywalker Lars,"(('films', 'star-wars-episode-i-the-phantom-menace', 'Star Wars: The Phantom Menace (Episode I)'), ('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'))",(),"(('databank', 'tatooine', 'Tatooine'), ('Locations', 'lars-farm', 'Lars Farm'))","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-63m', 'Height: 1.63m'),)",(),(),(),(),(),(),()
Characters,616b2f2d4b68c492a01ad05b,shriv,Shriv,https://www.starwars.com/databank/shriv,Shriv,"(('games-apps', 'star-wars-battlefront-ii', 'Star Wars Battlefront II'),)","(('databank', 'rebel-alliance', 'Rebel Alliance'),)",(),"(('Gender', 'male', 'Male'),)",(),"(('databank', 'duros', 'Duros'),)",(),(),(),(),(),()
Characters,616b2be8cf4fd492a01ad05b,shu-mai,Shu Mai,https://www.starwars.com/databank/shu-mai,Shu Mai,"(('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'))","(('databank', 'confederacy-of-independent-systems', 'Confederacy of Independent Systems'), ('Affiliations', 'commerce-guild', 'Commerce Guild'))","(('databank', 'geonosis', 'Geonosis'), ('databank', 'mustafar', 'Mustafar'), ('Locations', 'castell', 'Castell'))","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-65m', 'Height: 1.65m'),)",(),(),(),(),(),(),()
Characters,616b32f19092a492a01ad05b,shydopp-pirate,Shydopp Pirate,https://www.starwars.com/databank/shydopp-pirate,Shydopp Pirate,"(('series', 'the-mandalorian', 'The Mandalorian'),)",(),"(('databank', 'morak', 'Morak'),)",(),(),(),"(('databank', 'shydopp-pirate-skiff', 'Shydopp Pirate Skiff'),)",(),(),(),(),()
Characters,616b2d11ee161492a01ad05b,sib-canay,Sib Canay,https://www.starwars.com/databank/sib-canay,Sib Canay,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'confederacy-of-independent-systems', 'Confederacy of Independent Systems'), ('databank', 'trade-federation', 'Trade Federation'))","(('databank', 'cato-neimoidia', 'Cato Neimoidia'), ('databank', 'pantora', 'Pantora'))","(('Gender', 'male', 'Male'),)",(),"(('databank', 'neimoidian', 'Neimoidian'),)","(('databank', 'trade-federation-battleship', 'Trade Federation Battleship'),)","(('Weapons', 'blackmail', 'Blackmail'),)",(),(),(),()
Characters,616b2d973b212492a01ad05b,sidon-ithano,Sidon Ithano,https://www.starwars.com/databank/sidon-ithano,Sidon Ithano,"(('films', 'star-wars-episode-vii-the-force-awakens', 'Star Wars: The Force Awakens (Episode VII)'), ('series', 'star-wars-resistance', 'Star Wars Resistance'))",(),(),"(('Gender', 'male', 'Male'),)",(),(),"(('databank', 'meson-martinet', 'Meson Martinet'),)","(('databank', 'blaster-rifle', 'Blaster Rifle'),)",(),(),(),()
Characters,616b2a5207ac9492a01ad05b,sifo-dyas,Sifo-Dyas,https://www.starwars.com/databank/sifo-dyas,Sifo-Dyas,"(('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'))","(('databank', 'jedi-order', 'Jedi Order'),)","(('databank', 'coruscant', 'Coruscant'), ('databank', 'oba-diah-s-moon', ""Oba Diah's Moon""))","(('Gender', 'male', 'Male'),)",(),(),(),"(('databank', 'lightsaber', 'Lightsaber'),)",(),(),(),()
Characters,616b2bea56635492a01ad05b,silman,Silman,https://www.starwars.com/databank/silman,Silman,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'galactic-senate', 'Galactic Senate'),)","(('databank', 'coruscant', 'Coruscant'), ('databank', 'oba-diah', 'Oba Diah'))","(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)","(('databank', 'jedi-t-6-shuttle', 'Jedi T-6 Shuttle'),)",(),(),(),(),()
Characters,616b2bec4e049492a01ad05b,sim-aloo,Sim Aloo,https://www.starwars.com/databank/sim-aloo,Sim Aloo,"(('films', 'star-wars-episode-vi-return-of-the-jedi', 'Star Wars: Return of the Jedi (Episode VI)'),)","(('databank', 'galactic-empire', 'Galactic Empire'),)","(('databank', 'coruscant', 'Coruscant'), ('databank', 'death-star-ii', 'Death Star II'))","(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b28d921c81492a01ad05b,sinrich,Sinrich,https://www.starwars.com/databank/sinrich,Sinrich,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)",(),(),"(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-74m', 'Height: 1.74m'),)","(('species', 'snivvian', 'Snivvian'),)",(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b28daf54f9492a01ad05b,sio-bibble,Sio Bibble,https://www.starwars.com/databank/sio-bibble,Sio Bibble,"(('films', 'star-wars-episode-i-the-phantom-menace', 'Star Wars: The Phantom Menace (Episode I)'), ('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'), ('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'), ('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'))","(('Affiliations', 'naboo-royal-advisory-council', 'Naboo Royal Advisory Council'),)","(('databank', 'naboo', 'Naboo'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-79m', 'Height: 1.79m'),)",(),(),(),(),(),(),()
Characters,616b2ae258e26492a01ad05b,sionver-boll,Sionver Boll,https://www.starwars.com/databank/sionver-boll,Sionver Boll,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('databank', 'galactic-republic', 'Galactic Republic'),)",(),"(('Gender', 'female', 'Female'),)",(),"(('databank', 'bivall', 'Bivall'),)",(),(),(),(),(),()
Characters,616b28dcd040f492a01ad05b,sixtat,Sixtat,https://www.starwars.com/databank/sixtat,Sixtat,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)",(),(),"(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-84m', 'Height: 1.84m'),)","(('species', 'sakiyan', 'Sakiyan'),)",(),"(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b2e3969eee492a01ad05b,slavin,Slavin,https://www.starwars.com/databank/slavin,Slavin,"(('series', 'star-wars-rebels', 'Star Wars Rebels'),)","(('databank', 'galactic-empire', 'Galactic Empire'),)",(),"(('Gender', 'male', 'Male'),)",(),"(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b337671381492a01ad05b,slingshot,Slingshot,https://www.starwars.com/databank/slingshot,Slingshot,"(('games-apps', 'star-wars-hunters', 'Star Wars: Hunters'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b34aef4ce4492a01ad05b,slip,Slip,https://www.starwars.com/databank/slip,Slip,"(('series', 'star-wars-the-bad-batch', 'Star Wars: The Bad Batch'),)",(),(),(),(),(),(),(),(),(),(),()
Characters,616b386e65cf1492a01ad05b,sliro,Sliro,https://www.starwars.com/databank/sliro,Sliro,"(('games-apps', 'star-wars-outlaws', 'Star Wars Outlaws'),)","(('Affiliations', 'underworld', 'Underworld'),)",(),(),"(('Dimensions', 'height-1-85m', 'Height: 1.85m'),)","(('species', 'human', 'Human'),)",(),(),(),(),(),()
Characters,616b2f4738c96492a01ad05b,slowen-lo,Slowen Lo,https://www.starwars.com/databank/slowen-lo,Slowen Lo,"(('films', 'star-wars-episode-viii-the-last-jedi', 'Star Wars: The Last Jedi (Episode VIII)'),)",(),"(('databank', 'canto-bight', 'Canto Bight'),)","(('Gender', 'male', 'Male'),)",(),"(('databank', 'abednedo', 'Abednedo'),)",(),(),(),(),(),()
Characters,616b2d647ef49492a01ad05b,sly-moore,Sly Moore,https://www.starwars.com/databank/sly-moore,Sly Moore,"(('films', 'star-wars-episode-iii-revenge-of-the-sith', 'Star Wars: Revenge of the Sith (Episode III)'), ('films', 'star-wars-episode-ii-attack-of-the-clones', 'Star Wars: Attack of the Clones (Episode II)'))","(('databank', 'galactic-empire', 'Galactic Empire'), ('databank', 'galactic-republic', 'Galactic Republic'))","(('databank', 'coruscant', 'Coruscant'), ('databank', 'umbara', 'Umbara'))","(('Gender', 'female', 'Female'),)","(('Dimensions', 'height-1-78m', 'Height: 1.78m'),)","(('databank', 'umbaran', 'Umbaran'),)",(),(),(),(),(),()
Characters,616b2cb760ab2492a01ad05b,snap-wexley,Snap Wexley,https://www.starwars.com/databank/snap-wexley,Snap Wexley,"(('films', 'star-wars-episode-vii-the-force-awakens', 'Star Wars: The Force Awakens (Episode VII)'),)","(('databank', 'the-resistance', 'The Resistance'),)",(),"(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-1-88m', 'Height: 1.88m'),)","(('species', 'human', 'Human'),)","(('databank', 'resistance-x-wing', 'Resistance X-Wing'),)","(('databank', 'blaster-pistol', 'Blaster Pistol'),)",(),(),(),()
Characters,616b31726a76b492a01ad05b,snarl,Snarl ,https://www.starwars.com/databank/snarl,,,,,,,,,,,,,
Characters,616b37469f4e4492a01ad05b,sol,Sol,https://www.starwars.com/databank/sol,Sol,"(('series', 'the-acolyte', 'The Acolyte'),)",(),(),(),"(('Dimensions', 'height-1-79m', 'Height: 1.79m'),)",(),(),(),(),(),(),()
Characters,616b28de812fc492a01ad05b,son,Son,https://www.starwars.com/databank/son,Son,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)",(),"(('databank', 'mortis', 'Mortis'),)","(('Gender', 'male', 'Male'),)","(('Dimensions', 'height-2-2m', 'Height: 2.2m'),)",(),(),(),(),(),(),()
Characters,616b28e02952b492a01ad05b,soniee,Soniee,https://www.starwars.com/databank/soniee,Soniee,"(('series', 'star-wars-the-clone-wars', 'Star Wars: The Clone Wars'),)","(('Affiliations', 'mandalore-royal-academy-of-government', 'Mandalore Royal Academy of Government'), ('Affiliations', 'new-mandalorians', 'New Mandalorians'))","(('databank', 'mandalore', 'Mandalore'),)","(('Gender', 'female', 'Female'),)",(),(),"(('databank', 'speeder-bike', 'Speeder Bike'),)",(),(),(),(),()
